Team,Player,Position,AAV,RemainingYears,ContractStatusAtExpiry
St. Louis Blues,Michael Buchinger,D,"$913,333",1,RFA
St. Louis Blues,Marc-Andre Gaudet,D,"$877,500",1,RFA
St. Louis Blues,Calle Rosen,D,"$875,000",2,UFA
St. Louis Blues,Leo Loof,D,,3,Unsigned RFA/UFA
St. Louis Blues,Georgii Romanov,G,"$875,000",2,UFA
St. Louis Blues,Will Cranley,G,"$850,000",1,UFA-G6 then UFA
Tampa Bay Lightning,Nikita Kucherov,RW,"$9,500,000",1,UFA
Tampa Bay Lightning,Brayden Point,C,"$9,500,000",4,UFA
Tampa Bay Lightning,Jake Guentzel,"LW,C","$9,000,000",5,UFA
Tampa Bay Lightning,Brandon Hagel,LW,"$6,500,000",6,UFA
Tampa Bay Lightning,Anthony Cirelli,C,"$6,250,000",5,UFA
Tampa Bay Lightning,Ilya Mikheyev,"RW,LW","$3,850,000",4,UFA
Tampa Bay Lightning,Jeffrey Viel,"LW,RW","$2,500,000",5,UFA
Tampa Bay Lightning,Yanni Gourde,"C,LW","$2,333,333",5,UFA
Tampa Bay Lightning,Pontus Holmberg,"C,LW","$1,550,000",1,UFA
Tampa Bay Lightning,Gage Goncalves,"LW,RW","$1,200,000",1,RFA then UFA
Tampa Bay Lightning,Zemgus Girgensons,"LW,C","$925,000",1,UFA
Tampa Bay Lightning,Dominic James,"C,LW","$910,000",1,RFA then UFA
Tampa Bay Lightning,Conor Geekie,"RW,C","$886,666",1,RFA
Tampa Bay Lightning,John Carlson,RD,"$8,500,000",2,UFA
Tampa Bay Lightning,Victor Hedman,LD,"$8,000,000",3,UFA
Tampa Bay Lightning,Janis Jérôme Moser,"LD,RD","$6,750,000",8,UFA
Tampa Bay Lightning,Erik Cernak,RD,"$5,200,000",5,UFA
Tampa Bay Lightning,Ryan McDonagh,LD,"$4,100,000",3,UFA
Tampa Bay Lightning,Charle-Edouard D'Astous,LD,"$875,000",1,UFA
Tampa Bay Lightning,Emil Lilleberg,"LD,RD","$850,000",1,RFA then UFA
Tampa Bay Lightning,Andrei Vasilevskiy,G,"$9,500,000",2,UFA
Tampa Bay Lightning,Jonas Johansson,G,"$1,250,000",1,UFA
Tampa Bay Lightning,Dennis Hildeby,G,"$841,667",2,RFA then UFA
Tampa Bay Lightning,Benjamin Rautiainen,,"$1,007,500",3,RFA
Tampa Bay Lightning,Noah Steen,"LW,RW","$972,500",2,RFA
Tampa Bay Lightning,Ethan Czata,C,"$965,000",3,RFA
Tampa Bay Lightning,Tristan Allard,,"$947,500",1,RFA then UFA
Tampa Bay Lightning,Connor Kurth,F,"$945,000",1,RFA
Tampa Bay Lightning,Milo Roelens,"C,LW","$945,000",1,RFA then UFA
Tampa Bay Lightning,Gabriel Szturc,"C,LW","$945,000",1,RFA
Tampa Bay Lightning,Dylan Duke,"LW,C","$942,500",1,RFA then UFA
Tampa Bay Lightning,Robert Flinton,LW,"$942,500",1,RFA
Tampa Bay Lightning,Sam O'Reilly,C,"$936,056",3,RFA
Tampa Bay Lightning,Lucas Mercuri,C,"$913,750",1,RFA then UFA
Tampa Bay Lightning,Ethan Gauthier,RW,"$893,333",2,RFA
Tampa Bay Lightning,Jakob Pelletier,"LW,C","$875,000",2,UFA
Tampa Bay Lightning,Scott Sabourin,"RW,LW","$850,000",1,UFA
Tampa Bay Lightning,Jansen Harkins,"C,LW","$850,000",1,UFA
Tampa Bay Lightning,Nicholas Abruzzese,"C,LW","$850,000",1,UFA
Tampa Bay Lightning,Tomas Kralovic,,"$1,007,500",3,RFA
Tampa Bay Lightning,Dyllan Gill,D,"$945,000",1,RFA
Tampa Bay Lightning,Maxwell Crozier,RD,"$875,000",2,UFA
Tampa Bay Lightning,Maxim Groshev,LD,"$875,000",2,RFA then UFA
Tampa Bay Lightning,Steven Santini,RD,"$850,000",1,UFA
Tampa Bay Lightning,Michael Callahan,LD,"$850,000",1,UFA
Tampa Bay Lightning,Simon Lundmark,D,"$850,000",1,UFA-G6 then UFA
Tampa Bay Lightning,Harrison Meneghin,G,"$972,500",2,RFA
Tampa Bay Lightning,Olivier Rodrigue,G,"$850,000",1,UFA-G6 then UFA
Tampa Bay Lightning,Mads Sogaard,G,"$850,000",1,UFA-G6 then UFA
Tampa Bay Lightning,Hugo Alnefelt,G,,2,Unsigned RFA/UFA
Toronto Maple Leafs,Auston Matthews,C,"$13,250,000",2,UFA
Toronto Maple Leafs,William Nylander,"C,RW","$11,500,000",6,UFA
Toronto Maple Leafs,Matthew Knies,"LW,RW","$7,750,000",5,UFA
Toronto Maple Leafs,John Tavares,"C,LW","$4,389,280",3,UFA
Toronto Maple Leafs,Colton Sissons,"C,RW","$4,250,000",2,UFA
Toronto Maple Leafs,Jack Roslovic,"C,RW","$4,000,000",2,UFA
Toronto Maple Leafs,Max Domi,"C,LW","$3,750,000",2,UFA
Toronto Maple Leafs,Dakota Joshua,"C,LW","$3,250,000",2,UFA
Toronto Maple Leafs,Nick Paul,"LW,C","$3,150,000",3,UFA
Toronto Maple Leafs,Brandon Duhaime,"LW,RW","$2,600,000",3,UFA
Toronto Maple Leafs,Teddy Blueger,C,"$2,500,000",2,UFA
Toronto Maple Leafs,Steven Lorentz,"LW,C","$1,350,000",2,UFA
Toronto Maple Leafs,Gavin McKenna,LW,"$1,075,000",3,RFA
Toronto Maple Leafs,Easton Cowan,"C,LW","$900,000",2,RFA
Toronto Maple Leafs,Zack MacEwen,"C,RW","$875,000",2,UFA
Toronto Maple Leafs,Darren Raddysh,RD,"$8,500,000",8,UFA
Toronto Maple Leafs,Morgan Rielly,LD,"$7,500,000",4,UFA
Toronto Maple Leafs,Jake McCabe,"LD,RD","$4,513,102",4,UFA
Toronto Maple Leafs,Christopher Tanev,RD,"$4,500,000",4,UFA
Toronto Maple Leafs,Oliver Ekman-Larsson,"LD,RD","$3,500,000",2,UFA
Toronto Maple Leafs,Emil Andrae,"LD,RD","$1,550,000",2,RFA then UFA
Toronto Maple Leafs,Troy Stecher,RD,"$1,350,000",2,UFA
Toronto Maple Leafs,Sergei Bobrovsky,G,"$7,000,000",3,UFA
Toronto Maple Leafs,Anthony Stolarz,G,"$3,750,000",4,UFA
Toronto Maple Leafs,Tinus Luc Koblar,,"$1,028,333",3,RFA
Toronto Maple Leafs,Brandon Buhr,,"$975,000",1,RFA then UFA
Toronto Maple Leafs,Borya Valis,F,"$972,500",2,RFA
Toronto Maple Leafs,Landon Sim,"C,RW","$955,000",2,RFA
Toronto Maple Leafs,Luke Haymes,C,"$937,500",1,RFA
Toronto Maple Leafs,Miroslav Holinka,"C,W","$918,333",2,RFA
Toronto Maple Leafs,Henrik Rybinski,"W,C","$875,000",2,UFA
Toronto Maple Leafs,Vinni Lettieri,"C,RW","$850,000",1,UFA
Toronto Maple Leafs,Brendan Brisson,"LW,RW","$850,000",1,UFA-G6 then UFA
Toronto Maple Leafs,Ryan Tverberg,"C,RW","$850,000",1,UFA-G6 then UFA
Toronto Maple Leafs,Jacob Quillan,"C,LW","$850,000",1,RFA then UFA
Toronto Maple Leafs,Michael Pezzetta,"LW,C","$812,500",1,UFA
Toronto Maple Leafs,Bo Groulx,"C,LW","$812,500",1,UFA
Toronto Maple Leafs,Semyon Der-Arguchintsev,C,,2,Unsigned RFA/UFA
Toronto Maple Leafs,Roni Hirvonen,"W,C",,3,Unsigned RFA/UFA
Toronto Maple Leafs,Hayes Hundley,,"$1,010,000",3,RFA
Toronto Maple Leafs,Vinny Borgesi,,"$987,500",2,RFA
Toronto Maple Leafs,Blake Smith,,"$962,500",2,RFA
Toronto Maple Leafs,Ben Danford,RD,"$936,056",3,RFA
Toronto Maple Leafs,Noah Chadwick,D,"$900,556",2,RFA
Toronto Maple Leafs,William Villeneuve,RD,"$875,000",2,RFA then UFA
Toronto Maple Leafs,Cole McWard,RD,"$875,000",2,UFA
Toronto Maple Leafs,Philippe Myers,RD,"$850,000",1,UFA
Toronto Maple Leafs,Marshall Rifai,LD,"$850,000",1,UFA
Toronto Maple Leafs,Cade Webber,D,"$825,000",1,RFA then UFA
Toronto Maple Leafs,Dakota Mermis,LD,"$812,500",1,UFA
Toronto Maple Leafs,Topi Niemela,D,,3,Unsigned RFA/UFA
Toronto Maple Leafs,Artur Akhtyamov,G,"$900,000",3,UFA
Toronto Maple Leafs,Samuel Hlavaj,G,"$850,000",1,RFA then UFA
Utah Mammoth,Logan Cooley,"C,LW","$10,000,000",8,UFA
Utah Mammoth,Nick Schmaltz,"C,LW","$8,000,000",8,UFA
Utah Mammoth,Clayton Keller,"RW,LW","$7,150,000",2,UFA
Utah Mammoth,Dylan Guenther,"RW,LW","$7,142,875",7,UFA
Utah Mammoth,Vincent Trocheck,"C,RW","$5,625,000",3,UFA
Utah Mammoth,Anders Lee,LW,"$5,400,000",3,UFA
Utah Mammoth,Barrett Hayton,"C,LW","$4,775,000",1,UFA
Utah Mammoth,Lawson Crouse,"LW,RW","$4,300,000",1,UFA
Utah Mammoth,Jack McBain,"C,LW","$4,250,000",4,UFA
Utah Mammoth,Kevin Stenlund,C,"$2,750,000",1,UFA
Utah Mammoth,Brandon Tanev,"LW,RW","$2,500,000",2,UFA
Utah Mammoth,Michael Carcone,LW,"$1,750,000",2,UFA
Utah Mammoth,Kailer Yamamoto,"RW,LW","$1,750,000",2,UFA
Utah Mammoth,Liam O'Brien,"LW,RW","$1,000,000",1,UFA
Utah Mammoth,Mikhail Sergachev,LD,"$8,500,000",5,UFA
Utah Mammoth,MacKenzie Weegar,"LD,RD","$6,250,000",5,UFA
Utah Mammoth,John Marino,RD,"$6,750,000",9,UFA
Utah Mammoth,Nate Schmidt,"LD,RD","$3,500,000",2,UFA
Utah Mammoth,Andrew Peeke,RD,"$1,000,000",1,UFA
Utah Mammoth,Nick DeSimone,RD,"$1,000,000",2,UFA
Utah Mammoth,Dmitri Simashev,"LD,RD","$972,500",2,RFA
Utah Mammoth,Karel Vejmelka,G,"$4,750,000",4,UFA
Utah Mammoth,Sebastian Cossa,G,"$2,000,000",2,RFA then UFA
Utah Mammoth,Oliver Ekman-Larsson,"LD,RD","$290,000",5,
Utah Mammoth,Caleb Desnoyers,C,"$1,075,000",3,RFA
Utah Mammoth,Vadim Moroz,"LW,RW","$1,013,750",2,RFA
Utah Mammoth,Yegor Borikov,,"$995,000",3,RFA
Utah Mammoth,Daniil But,LW,"$972,500",2,RFA
Utah Mammoth,Gabe Smith,C,"$962,778",3,RFA
Utah Mammoth,Miko Matikka,"RW,LW","$945,000",1,RFA
Utah Mammoth,Owen Allard,"C,LW","$944,167",1,RFA
Utah Mammoth,Tij Iginla,LW,"$941,667",3,RFA
Utah Mammoth,Noel Nordh,"LW,RW","$935,000",2,RFA
Utah Mammoth,Sam Lipkin,"LW,C","$926,667",1,RFA then UFA
Utah Mammoth,Julian Lutz,"W,C","$923,333",1,RFA
Utah Mammoth,Ben McCartney,"LW,RW","$850,000",1,UFA-G6 then UFA
Utah Mammoth,Joshua Roy,LW,"$850,000",1,RFA
Utah Mammoth,Cameron Hebig,"C,W","$812,500",1,UFA
Utah Mammoth,Gregor Biber,D,"$1,002,500",3,RFA
Utah Mammoth,Max Psenicka,,"$997,500",3,RFA
Utah Mammoth,Tomas Lavoie,D,"$965,000",3,RFA
Utah Mammoth,Artyom Duda,D,"$950,000",1,RFA
Utah Mammoth,Terrell Goldsmith,D,"$936,111",2,RFA
Utah Mammoth,Maveric Lamoureux,RD,"$886,666",1,RFA
Utah Mammoth,Zachary Jones,LD,"$875,000",2,UFA
Utah Mammoth,Montana Onyebuchi,D,"$850,000",1,UFA
Utah Mammoth,Michael Hrabal,G,"$1,075,000",3,RFA
Utah Mammoth,Jaxson Stauber,G,"$850,000",1,UFA
Vancouver Canucks,Elias Pettersson,"C,LW","$11,600,000",6,UFA
Vancouver Canucks,Brock Boeser,"RW,LW","$7,250,000",6,UFA
Vancouver Canucks,Jake DeBrusk,"LW,RW","$5,500,000",5,UFA
Vancouver Canucks,Marco Rossi,C,"$5,000,000",2,RFA then UFA
Vancouver Canucks,Filip Chytil,C,"$4,437,500",1,UFA
Vancouver Canucks,Brendan Gallagher,RW,"$3,250,000",1,UFA
Vancouver Canucks,Drew O'Connor,"LW,RW","$2,500,000",1,UFA
Vancouver Canucks,Linus Karlsson,"RW,C","$2,250,000",2,UFA
Vancouver Canucks,Paul Cotter,"LW,C","$2,150,000",1,UFA
Vancouver Canucks,Max Sasson,"C,LW","$1,000,000",2,UFA
Vancouver Canucks,Braeden Cootes,C,"$974,167",3,RFA
Vancouver Canucks,Jonathan Lekkerimaki,RW,"$918,333",1,RFA
Vancouver Canucks,Liam Öhgren,LW,"$886,666",1,RFA
Vancouver Canucks,Aatu Räty,C,"$850,000",1,RFA then UFA
Vancouver Canucks,Filip Hronek,RD,"$7,250,000",6,UFA
Vancouver Canucks,Jamie Oleksiak,"LD,RD","$5,000,000",2,UFA
Vancouver Canucks,Luke Schenn,RD,"$2,250,000",1,UFA
Vancouver Canucks,Victor Mancini,RD,"$1,000,000",2,RFA then UFA
Vancouver Canucks,Tom Willander,RD,"$972,500",2,RFA
Vancouver Canucks,Zeev Buium,LD,"$9,380,000",9,UFA
Vancouver Canucks,Thatcher Demko,G,"$8,500,000",3,UFA
Vancouver Canucks,Kevin Lankinen,G,"$4,500,000",4,UFA
Vancouver Canucks,Chris Driedger,G,,0,Unsigned UFA
Vancouver Canucks,Oliver Ekman-Larsson,"LD,RD","$2,126,667",5,
Vancouver Canucks,Tyler Myers,RD,"$1,500,000",1,
Vancouver Canucks,Adam Novotný,"LW,RW","$1,075,000",3,RFA
Vancouver Canucks,Riley Patterson,C,"$956,667",3,RFA
Vancouver Canucks,Ilya Safonov,C,"$950,000",1,RFA then UFA
Vancouver Canucks,Gabe Chiarot,,"$950,000",3,RFA
Vancouver Canucks,Anri Ravinskis,,"$947,500",1,RFA then UFA
Vancouver Canucks,Ty Mueller,C,"$945,000",1,RFA then UFA
Vancouver Canucks,Vilmer Alriksson,"LW,C","$931,667",2,RFA
Vancouver Canucks,Akil Thomas,"C,W","$900,000",1,UFA
Vancouver Canucks,Trey Fix-Wolansky,RW,"$900,000",1,UFA
Vancouver Canucks,MacKenzie MacEachern,LW,"$850,000",1,UFA
Vancouver Canucks,Matthew Stienburg,C,"$850,000",1,UFA-G6 then UFA
Vancouver Canucks,Chase Wouters,C,"$850,000",1,UFA
Vancouver Canucks,Arshdeep Bains,LW,"$850,000",1,UFA-G6 then UFA
Vancouver Canucks,Sawyer Mynio,D,"$906,666",2,RFA
Vancouver Canucks,Guillaume Brisebois,D,"$900,000",1,UFA
Vancouver Canucks,Kirill Kudryavtsev,LD,"$900,000",1,RFA
Vancouver Canucks,Jimmy Schuldt,D,"$850,000",1,UFA
Vancouver Canucks,Jack Thompson,RD,"$850,000",1,UFA-G6 then UFA
Vancouver Canucks,Cole Clayton,D,"$850,000",1,UFA
Vancouver Canucks,Aleksei Medvedev,G,"$965,000",3,RFA
Vancouver Canucks,Aku Koskenvuo,G,"$925,000",1,RFA then UFA
Vancouver Canucks,Ty Young,G,"$900,000",1,RFA
Vancouver Canucks,Nikita Tolopilo,G,"$850,000",1,UFA
Vegas Golden Knights,Jack Eichel,C,"$13,500,000",8,UFA
Vegas Golden Knights,Mitch Marner,"RW,C","$12,000,000",7,UFA
Vegas Golden Knights,Mark Stone,RW,"$9,500,000",1,UFA
Vegas Golden Knights,Tomas Hertl,"C,LW","$6,750,000",4,UFA
Vegas Golden Knights,William Karlsson,C,"$5,900,000",1,UFA
Vegas Golden Knights,Ivan Barbashev,LW,"$5,000,000",2,UFA
Vegas Golden Knights,Nic Dowd,C,"$3,000,000",1,UFA
Vegas Golden Knights,Brett Howden,"C,LW","$2,500,000",4,UFA
Vegas Golden Knights,Victor Olofsson,"LW,RW","$1,638,330",1,UFA
Vegas Golden Knights,Braeden Bowman,RW,"$912,500",1,RFA then UFA
Vegas Golden Knights,Tanner Laczynski,C,"$900,000",3,UFA
Vegas Golden Knights,Marc Gatcomb,"C,RW","$875,000",2,UFA
Vegas Golden Knights,Alexander Holtz,"RW,LW","$835,352",1,RFA then UFA
Vegas Golden Knights,Alex Pietrangelo,D,"$8,800,000",1,UFA
Vegas Golden Knights,Rasmus Andersson,RD,"$8,500,000",7,UFA
Vegas Golden Knights,Shea Theodore,"LD,RD","$7,425,000",6,UFA
Vegas Golden Knights,Noah Hanifin,LD,"$7,350,000",6,UFA
Vegas Golden Knights,Jeremy Lauzon,LD,"$4,000,000",6,UFA
Vegas Golden Knights,Brayden McNabb,LD,"$3,650,000",2,UFA
Vegas Golden Knights,Dylan Coghlan,D,"$875,000",2,UFA
Vegas Golden Knights,Parker Wotherspoon,LD,"$500,000",1,UFA
Vegas Golden Knights,Adin Hill,G,"$6,250,000",5,UFA
Vegas Golden Knights,Carter Hart,G,"$2,000,000",1,UFA
Vegas Golden Knights,Alex Weiermair,,"$975,000",3,RFA
Vegas Golden Knights,Trevor Connelly,LW,"$974,167",3,RFA
Vegas Golden Knights,Tuomas Uronen,"W,C","$952,500",2,RFA
Vegas Golden Knights,Trent Swick,LW,"$950,000",2,RFA
Vegas Golden Knights,Jackson Hallum,F,"$942,500",1,RFA then UFA
Vegas Golden Knights,Kai Uchacz,"C,RW","$920,000",1,RFA then UFA
Vegas Golden Knights,Jordan Gustafson,C,"$905,000",1,RFA
Vegas Golden Knights,Mathieu Cataford,RW,"$901,666",2,RFA
Vegas Golden Knights,Raphael Lavoie,"C,RW","$900,000",1,UFA-G6 then UFA
Vegas Golden Knights,Ben Hemmerling,RW,"$896,111",1,RFA
Vegas Golden Knights,Matyas Sapovaliv,C,"$878,334",1,RFA
Vegas Golden Knights,Jonas Rondbjerg,"LW,RW","$850,000",1,UFA
Vegas Golden Knights,Jakub Demek,RW,"$850,000",1,RFA then UFA
Vegas Golden Knights,Joe Fleming,D,"$850,000",1,RFA then UFA
Vegas Golden Knights,Ivan Morozov,C,,1,Unsigned RFA/UFA
Vegas Golden Knights,Jakub Brabenec,"LW,C",,5,Unsigned RFA
Vegas Golden Knights,Jeremy Davies,D,"$1,150,000",1,UFA
Vegas Golden Knights,Juho Piiparinen,,"$1,075,000",3,RFA
Vegas Golden Knights,Bronson Ride,,"$970,500",3,RFA
Vegas Golden Knights,Viliam Kmec,D,"$908,333",1,RFA
Vegas Golden Knights,Adam Ginning,LD,"$875,000",2,UFA
Vegas Golden Knights,Antti Tuomisto,D,"$875,000",2,UFA
Vegas Golden Knights,Jaycob Megna,D,"$850,000",1,UFA
Vegas Golden Knights,Ville Heinola,LD,"$850,000",1,UFA-G6 then UFA
Vegas Golden Knights,Lukas Cormier,D,"$850,000",1,UFA-G6 then UFA
Vegas Golden Knights,Pavel Moysevich,G,"$980,000",3,RFA
Vegas Golden Knights,Cameron Whitehead,G,"$937,500",1,RFA then UFA
Vegas Golden Knights,Carl Lindbom,G,"$900,000",3,RFA then UFA
Washington Capitals,Alex Tuch,"RW,C","$10,500,000",8,UFA
Washington Capitals,Pierre-Luc Dubois,"C,LW","$8,500,000",5,UFA
Washington Capitals,Jordan Kyrou,RW,"$8,125,000",5,UFA
Washington Capitals,Tom Wilson,RW,"$6,540,000",5,UFA
Washington Capitals,Boone Jenner,"C,LW","$5,750,000",4,UFA
Washington Capitals,Dylan Strome,C,"$5,000,000",2,UFA
Washington Capitals,Alex Ovechkin,LW,"$4,250,000",1,UFA
Washington Capitals,Aliaksei Protas,"LW,RW","$3,375,000",3,UFA
Washington Capitals,Anthony Beauvillier,"LW,RW","$2,750,000",1,UFA
Washington Capitals,Ethen Frank,"RW,C","$2,000,000",2,UFA
Washington Capitals,Ryan Leonard,"RW,LW","$950,000",1,RFA
Washington Capitals,Ilya Protas,"C,LW","$932,500",3,RFA
Washington Capitals,Ivan Miroshnichenko,"RW,LW","$925,000",2,RFA
Washington Capitals,Justin Sourdif,"RW,C","$825,000",1,RFA then UFA
Washington Capitals,Jakob Chychrun,LD,"$9,000,000",7,UFA
Washington Capitals,Martin Fehervary,LD,"$6,000,000",7,UFA
Washington Capitals,Matt Roy,RD,"$5,750,000",4,UFA
Washington Capitals,Rasmus Sandin,"LD,RD","$4,600,000",3,UFA
Washington Capitals,Vincent Desharnais,RD,"$4,200,000",4,UFA
Washington Capitals,Timothy Liljegren,RD,"$3,250,000",2,UFA
Washington Capitals,Cole Hutson,LD,"$952,083",2,RFA
Washington Capitals,Justin Holl,RD,"$900,000",1,UFA
Washington Capitals,Logan Thompson,G,"$5,850,000",5,UFA
Washington Capitals,Charlie Lindgren,G,"$3,000,000",2,UFA
Washington Capitals,Cal Petersen,G,,0,Unsigned UFA
Washington Capitals,Oliver Suvanto,,"$1,075,000",3,RFA
Washington Capitals,Theodor Niederbach,"C,RW","$1,025,000",1,RFA then UFA
Washington Capitals,Petr Sikora,C,"$995,000",3,RFA
Washington Capitals,Tyler Kopff,F,"$975,000",1,RFA then UFA
Washington Capitals,Lynden Lakovic,F,"$974,167",3,RFA
Washington Capitals,Patrick Thomas,C,"$965,833",2,RFA
Washington Capitals,Terik Parascak,RW,"$941,667",3,RFA
Washington Capitals,Eriks Mateiko,"LW,RW","$932,500",3,RFA
Washington Capitals,Bogdan Trineyev,LW,"$900,000",2,RFA then UFA
Washington Capitals,Andrew Cristall,LW,"$889,166",2,RFA
Washington Capitals,Alexander Suzdalev,F,"$864,999",1,RFA
Washington Capitals,Ludwig Persson,"C,LW","$864,999",1,RFA
Washington Capitals,Spencer Smallman,"C,RW","$850,000",1,UFA
Washington Capitals,Jonny Brodzinski,"RW,LW","$850,000",1,UFA
Washington Capitals,Joshua Dunne,"C,LW","$850,000",1,UFA
Washington Capitals,Ryan Chesley,D,"$945,833",2,RFA
Washington Capitals,Leon Muggli,D,"$932,500",3,RFA
Washington Capitals,David Gucciardi,D,"$930,000",1,RFA then UFA
Washington Capitals,Cam Allen,D,"$930,000",2,RFA
Washington Capitals,Dylan McIlrath,RD,"$850,000",1,UFA
Washington Capitals,Louie Belpedio,D,"$850,000",1,UFA
Washington Capitals,Jacob MacDonald,"D,LW","$850,000",1,UFA
Washington Capitals,Clay Stevenson,G,"$850,000",1,UFA
Washington Capitals,Mitchell Gibson,G,"$812,500",1,UFA
Winnipeg Jets,Kyle Connor,LW,"$12,000,000",8,UFA
Winnipeg Jets,Mark Scheifele,C,"$8,500,000",5,UFA
Winnipeg Jets,Gabriel Vilardi,"RW,C","$7,500,000",5,UFA
Winnipeg Jets,Cole Perfetti,"RW,LW","$6,000,000",5,UFA
Winnipeg Jets,Adam Lowry,C,"$5,000,000",5,UFA
Winnipeg Jets,Nino Niederreiter,LW,"$4,000,000",1,UFA
Winnipeg Jets,Alex Iafallo,"LW,RW","$3,666,666",2,UFA
Winnipeg Jets,Vladislav Namestnikov,"C,LW","$3,000,000",1,UFA
Winnipeg Jets,Morgan Barron,"C,LW","$1,850,000",1,UFA
Winnipeg Jets,Cole Koepke,"LW,RW","$1,450,000",2,UFA
Winnipeg Jets,Viggo Björck,,"$1,075,000",3,RFA
Winnipeg Jets,Isak Rosén,"LW,RW","$925,000",2,RFA then UFA
Winnipeg Jets,Brad Lambert,"C,RW","$886,666",1,RFA
Winnipeg Jets,Noah Gregor,"LW,RW","$850,000",1,UFA
Winnipeg Jets,Neal Pionk,RD,"$7,000,000",5,UFA
Winnipeg Jets,Josh Morrissey,LD,"$6,250,000",2,UFA
Winnipeg Jets,Dylan Samberg,LD,"$5,750,000",2,UFA
Winnipeg Jets,Dylan Demelo,RD,"$4,900,000",2,UFA
Winnipeg Jets,Mario Ferraro,"LD,RD","$4,000,000",3,UFA
Winnipeg Jets,Haydn Fleury,"LD,RD","$950,000",1,UFA
Winnipeg Jets,Elias Salomonsson,RD,"$865,000",1,RFA
Winnipeg Jets,Jack St. Ivany,RD,"$850,000",1,UFA
Winnipeg Jets,Connor Hellebuyck,G,"$8,500,000",5,UFA
Winnipeg Jets,Stuart Skinner,G,"$3,750,000",2,UFA
Winnipeg Jets,Jacob Julien,C,"$957,500",2,RFA
Winnipeg Jets,Kieron Walton,"C,LW","$955,556",3,RFA
Winnipeg Jets,Brayden Yager,C,"$940,833",2,RFA
Winnipeg Jets,Kevin He,LW,"$932,500",3,RFA
Winnipeg Jets,Lucas Wahlin,,"$910,000",1,RFA then UFA
Winnipeg Jets,Colby Barlow,LW,"$909,166",2,RFA
Winnipeg Jets,Fabian Wagner,"C,RW","$905,556",1,RFA
Winnipeg Jets,Danny Zhilkin,C,"$878,333",1,RFA
Winnipeg Jets,Walker Duehr,RW,"$875,000",2,UFA
Winnipeg Jets,Nikita Chibrikov,"LW,RW","$875,000",2,RFA then UFA
Winnipeg Jets,Parker Ford,"C,RW","$812,500",1,UFA-G6 then UFA
Winnipeg Jets,Rasmus Kupari,"C,RW",,1,Unsigned RFA/UFA
Winnipeg Jets,Garrett Brown,D,"$1,050,000",2,RFA
Winnipeg Jets,Alfons Freij,D,"$965,000",3,RFA
Winnipeg Jets,Tyrel Bauer,D,"$875,000",2,RFA then UFA
Winnipeg Jets,Henry Thrun,LD,"$850,000",1,RFA then UFA
Winnipeg Jets,Isaak Phillips,D,"$812,500",1,UFA-G6 then UFA
Winnipeg Jets,Thomas Milic,G,"$916,667",1,RFA then UFA
Winnipeg Jets,Domenic DiVincentiis,G,"$905,556",1,RFA
Winnipeg Jets,Isaac Poulter,G,"$850,000",1,UFA-G6 then UFA
Winnipeg Jets,Cole Kehler,G,,0,Unsigned UFA
